Demopolis High School,78,81,,,,
EDGE Virtual School,78,,,,,
Rachel Patterson Elementary School,78,70,,,,
Florence Middle School,78,86,,,,
Harlan Elementary School,78,86,,,,
Phil Campbell High School,78,74,,,,
Guntersville High School,78,89,,,,
Abbeville High School,78,74,,,,
Morris Elementary School,78,76,,,,
Jasper High School,78,82,,,,
Jasper Junior High School,78,88,,,,
Corner High School,78,88,,,,
Fultondale Elementary School,78,83,,,,
Hueytown Primary School,78,75,,,,
Speake,78,69,,,,
Sanford Middle School,78,80,,,,
Kate Duncan Smith DAR Middle,78,85,,,,
Baker High School,78,86,,,,
Dixon Elementary School,78,79,,,,
Dr. Robert W. Gilliard Elementary,78,80,,,,
Lott Middle School,78,75,,,,
Saint Elmo Elementary School,78,80,,,,
WD Robbins Elementary School,78,86,,,,
Monroe Intermediate School,78,83,,,,
Monroeville Elementary School,78,73,,,,
Halcyon Elementary School,78,86,,,,
Danville Middle School,78,82,,,,
D A Smith Middle School,78,84,,,,
Duran South,78,85,,,,
Goshen High School,78,82,,,,
Wedowee Middle School,78,80,,,,
Woodland Elementary School,78,77,,,,
Handley High School,78,86,,,,
Russell County Middle School,78,82,,,,
L E Willson Elementary School,78,77,,,,
WA Threadgill Primary School,78,78,,,,
Shelby County High School,78,78,,,,
Moody High School,78,85,,,,
Southside Middle School,78,78,,,,
Buhl Elementary School,78,90,,,,
Flatwoods Elementary School,78,73,,,,
Parrish Elementary/Middle School,78,88,,,,
Double Springs Middle School,78,80,,,,
Albertville Elementary School,77,86,,,,
Albertville Primary School,77,85,,,,
Athens Middle School,77,80,,,,
Billingsley High School,77,79,,,,
Florence B Mathis Elementary,77,79,,,,
Boaz High School,77,77,,,,
WO Parmer Elementary School,77,71,,,,
Fairfax Elementary School,77,81,,,,
W F Burns Middle School,77,78,,,,
Clanton Middle School,77,78,,,,
Jemison Intermediate School,77,83,,,,
Colbert County High School,77,76,,,,
Evergreen Elementary School,77,69,,,,
Vinemont High School,77,85,,,,
South Dale Middle School,77,87,,,,
Valley Grande Elementary School,77,84,,,,
Wetumpka Middle School,77,83,,,,
Huxford Elementary School,77,79,,,,
Highland Elementary School,77,84,,,,
Weeden Elementary School,77,86,,,,
Samson Elementary School,77,86,,,,
Samson Middle School,77,80,,,,
Slocomb High School,77,75,,,,
Hale County Middle School,77,76,,,,
Adamsville Elementary School,77,75,,,,
Moulton Middle School,77,83,,,,
Loachapoka Elementary School,77,68,,,,
Tanner High School,77,75,,,,
Phillips Elementary School,77,88,,,,
Douglas Middle School,77,82,,,,
Bernice J Causey Middle School,77,82,,,,
Orchard Elementary School,77,84,,,,
Peter F Alba Middle School,77,79,,,,
Wilmer Elementary School,77,77,,,,
Calera High,77,81,,,,
Calera Middle,77,83,,,,
Vincent Middle High School,77,83,,,,
Munford High School,77,77,,,,
Stemley Road Elementary School,77,72,,,,
Thomasville High School,77,77,,,,
University Place Elementary School,77,79,,,,
Cottondale Elementary School,77,78,,,,
Hillcrest High School,77,86,,,,
Hillcrest Middle School,77,80,,,,
Tuscaloosa County High School,77,78,,,,
Vance Elementary School,77,83,,,,
Bay Minette Middle School,76,73,,,,
Elberta High School,76,89,,,,
Georgiana School ,76,79,,,,
Hatton Elementary School,76,78,,,,
Demopolis Middle School,76,71,,,,
Sardis Middle School,76,80,,,,
Florence Freshman Center,76,85,,,,
Tharptown High School,76,70,,,,
Eutaw Primary School,76,85,,,,
Lee High School,76,72,,,,
Elkmont Elementary School,76,81,,,,
Calhoun High School,76,68,,,,
Notasulga High School,76,76,,,,
Hamilton High School,76,83,,,,
Brindlee Mountain High School,76,80,,,,
Citronelle High School,76,71,,,,
Mary G Montgomery High School,76,83,,,,
Williams Intermediate School,76,80,,,,
Goshen Elementary School,76,71,,,,
Russell County High School,76,82,,,,
Ragland High School,76,82,,,,
Childersburg Elementary School,76,83,,,,
Echols Middle School,76,82,,,,
Sipsey Valley Middle School,76,84,,,,
Sumiton Elementary School,76,80,,,,
Sumiton Middle School,76,81,,,,
Albertville Kindergarten and Pre-K,75,85,,,,
Alexander City Middle School,75,81,,,,
Cobb Preparatory Academy ,75,,,,,
Marbury High School,75,84,,,,
Prattville High School,75,82,,,,
Summerdale School,75,79,,,,
Bibb County High School,75,81,,,,
West Blocton Middle School,75,77,,,,
South Hampton K-8,75,73,,,,
Greenville Middle School,75,68,,,,
Five Points Elementary School,75,86,,,,
John P Powell Middle School,75,68,,,,
Gaylesville High School,75,80,,,,
Leighton Elementary School,75,73,,,,
Holly Pond High School,75,80,,,,
Alabama Virtual Academy at Eufaula City Schools,75,65,,,,
Eufaula High School,75,75,,,,
Florence High School,75,84,,,,
Moundville Elementary School,75,87,,,,
Macedonia School,75,85,,,,
Woodville High School,75,88,,,,
Hueytown Middle School,75,66,,,,
Beauregard Elementary School,75,86,,,,
Leeds Elementary School,75,81,,,,
Leeds Primary School,75,81,,,,
Booker T Washington High,75,75,,,,
Magic City Acceptance Academy,75,,,,,
Phillips High School,75,80,,,,
ER Dickson Elementary School,75,82,,,,
Grant Elementary School,75,79,,,,
Dalraida Elementary School,75,79,,,,
Flowers Elementary School,75,76,,,,
Vaughn Road Elementary School,75,74,,,,
Albert P Brewer High School,75,79,,,,
West Forest Intermediate School,75,81,,,,
Opp High School,75,79,,,,
Carroll High School,75,76,,,,
Pike County High School,75,79,,,,
The R.B.Hudson STEAM Academy,75,63,,,,
Odenville Middle School,75,85,,,,
Raymond L Young Elementary School,75,78,,,,
Martin L King Jr Elementary School,75,67,,,,
Skyland Elementary School,75,73,,,,
Northside High School,75,80,,,,
Sipsey Valley High School,75,77,,,,
Albertville Middle School,74,82,,,,
Baldwin County High School,74,72,,,,
Daphne Elementary School,74,96,,,,
West Blocton High School,74,80,,,,
Charles A Brown Elementary School,74,67,,,,
Oxmoor K-5,74,73,,,,
Lafayette High School,74,66,,,,
Jackson Middle School,74,84,,,,
Dale County High School,74,82,,,,
Banks-Caddell Elementary School,74,81,,,,
Crossville Elementary School,74,77,,,,
W S Neal Middle School,74,85,,,,
Carlisle Elementary School,74,78,,,,
Glencoe High School,74,90,,,,
Adams Elementary School,74,76,,,,
Samson High School,74,82,,,,
Greensboro Middle School,74,72,,,,
Abbeville Elementary School,74,70,,,,
Gardendale High School,74,82,,,,
Beulah High School,74,79,,,,
Loachapoka High School,74,81,,,,
Tanner Elementary School,74,83,,,,
Marion County High School,74,87,,,,
Asbury High School,74,78,,,,
Florence Howard Elementary School,74,71,,,,
Nan Gray Davis Elementary School,74,75,,,,
Olive J Dodge Elementary School,74,70,,,,
Crump Elementary School,74,81,,,,
Morris Elementary School,74,78,,,,
Pintlala Elementary School,74,71,,,,
Wares Ferry Elementary School,74,77,,,,
West Morgan High School,74,83,,,,
Carver Primary School,74,81,,,,
Pell City High School,74,81,,,,
Montevallo High School,74,75,,,,
Saint Clair County High School,74,77,,,,
Pinecrest Elementary School,74,82,,,,
Childersburg High School,74,69,,,,
Lincoln High School,74,78,,,,
Tallassee High School,74,75,,,,
Southview Elementary School,74,75,,,,
The Alberta School of Performing Arts,74,74,,,,
Brookwood High School,74,80,,,,
Golden Springs Elementary School,73,78,,,,
Central Baldwin Middle School,73,83,,,,
Avondale Elementary School,73,66,,,,
Breakthrough Charter School,73,,,,,
Clanton Intermediate School,73,89,,,,
Clarke County High School,73,79,,,,
Dallas County High School,73,71,,,,
Carver 9th Grade Academy,73,,,,,
Dothan High School,73,79,,,,
Fairfield High Preparatory School,73,72,,,,
Floyd Elementary School,73,73,,,,
Greensboro Elementary School,73,70,,,,
Hale County High School,73,81,,,,
Ashford High School,73,85,,,,
Huntsville Junior High School,73,75,,,,
Grantswood Community School,73,76,,,,
McAdory Middle School,73,71,,,,
East Lawrence High School,73,80,,,,
Beauregard High School,73,76,,,,
Brindlee Mountain Elementary School,73,82,,,,
Rutledge School,73,72,,,,
John Will Elementary School,73,71,,,,
Kate Shepard Elementary School,73,78,,,,
Leinkauf Elementary School,73,77,,,,
North Mobile County Middle School,73,77,,,,
Brewbaker Intermediate School,73,67,,,,
Johnson Elementary School,73,66,,,,
Oliver Elementary School,73,84,,,,
Ashville High School,73,81,,,,
Kinterbish Junior High School,73,73,,,,
Indian Valley Elementary School,73,82,,,,
Woodland Forrest Elementary School,73,76,,,,
Matthews Elementary School,73,67,,,,
Carbon Hill High School,73,78,,,,
Cordova High School,73,76,,,,
Albertville High School,72,77,,,,
Etowah High School,72,77,,,,
Pine Grove Elementary School,72,73,,,,
Centreville Middle School,72,69,,,,
Randolph Elementary School,72,75,,,,
Norwood Elementary School,72,75,,,,
Tuggle Elementary School,72,67,,,,
Valley High School,72,73,,,,
Jemison Elementary School,72,88,,,,
Wilson Hall Middle School,72,74,,,,
Cherokee Elementary School,72,77,,,,
Hillcrest High School,72,68,,,,
Central Elementary School,72,75,,,,
Pollard-McCall Junior High School,72,88,,,,
Sardis High School,72,80,,,,
Thompson Elementary School,72,79,,,,
McDonnell Elementary School,72,72,,,,
Fultondale High School,72,76,,,,
McAdory High School,72,80,,,,
East Lawrence Middle School,72,76,,,,
Smith Station Freshman Center,72,80,,,,
Smiths Station High School,72,79,,,,
Leeds Middle School,72,83,,,,
Alabama Connections Academy,72,69,,,,
Fort Deposit Elementary School,72,67,,,,
Jackson-Steele Elementary School,72,79,,,,
Brindlee Mountain Primary School,72,82,,,,
Grand Bay Middle School,72,78,,,,
Holloway Elementary,72,68,,,,
Theodore High School,72,73,,,,
WC Griggs Elementary School,72,84,,,,
Catoma Elementary School,72,78,,,,
Laceys Spring Elementary School,72,85,,,,
Central Freshman Academy,72,85,,,,
Aliceville Elementary School,72,74,,,,
Aliceville High School,72,75,,,,
Sheffield Junior High School,72,85,,,,
Graham Elementary School,72,68,,,,
Zora Ellis Junior High School,72,65,,,,
Arcadia Elementary School,72,77,,,,
Eastwood Middle School,72,77,,,,
Paul W Bryant High School,72,75,,,,
Crestmont Elementary School,72,83,,,,
Deshler High School,72,80,,,,
F S Ervin Elementary School,72,67,,,,
Albertville Intermediate School,71,82,,,,
Foley High School,71,72,,,,
Robinson Elementary School,71,69,,,,
Washington K8,71,68,,,,
Wellborn Elementary School,71,79,,,,
Jackson Intermediate School,71,79,,,,
Red Level School,71,86,,,,
Elba Elementary School,71,80,,,,
West End High School,71,78,,,,
Moorer Middle School,71,70,,,,
Litchfield Middle School,71,76,,,,
Columbia High School,71,75,,,,
Jemison High School,71,69,,,,
i3 Academy Phase 2,71,,,,,
Irondale Community School,71,77,,,,
Minor Middle School,71,65,,,,
Pinson Valley High School,71,79,,,,
Pleasant Grove High School,71,76,,,,
Legacy Prep,71,,,,,
Tuskegee Public Elementary,71,73,,,,
Burns Middle School,71,70,,,,
Erwin Craighead Elementary School,71,71,,,,
Indian Springs Elementary School,71,70,,,,
Mary W Burroughs Elementary School,71,76,,,,
Morningside Elementary School,71,69,,,,
Whitley Elementary School,71,73,,,,
Garrett Elementary School,71,76,,,,
McKee Middle School,71,68,,,,
Francis Marion School,71,78,,,,
Central High School,71,85,,,,
Phenix City Elementary School,71,75,,,,
Wedowee Elementary School,71,76,,,,
Oakman Middle School,71,76,,,,
Camden School Of Arts & Technology,71,59,,,,
Benjamin Russell High School,70,83,,,,
Randolph Park Elementary School,70,81,,,,
Huffman Academy,70,61,,,,
Cherokee County High School,70,78,,,,
Chickasaw City High School,70,65,,,,
Chilton County High School,70,77,,,,
Choctaw County Elementary,70,72,,,,
Central Jr High School of Clay County,70,77,,,,
Chestnut Grove Elementary School,70,86,,,,
Crossville High School,70,73,,,,
W S Neal Elementary School,70,79,,,,
Donald Elementary School,70,76,,,,
Gadsden City High School,70,75,,,,
Martin Luther King Jr Elementary School,70,58,,,,
Montview Elementary School,70,77,,,,
Providence Elementary,70,72,,,,
Ridgecrest Elementary School,70,72,,,,
Clay-Chalkville Middle School,70,62,,,,
Erwin Middle School,70,68,,,,
Rudd Middle School,70,65,,,,
Lawrence County High School,70,75,,,,
Linden Elementary School,70,73,,,,
Hayneville Middle School,70,74,,,,
George Washington Carver Elementary School,70,73,,,,
Murphy High School,70,76,,,,
Spencer-Westlawn Elementary School,70,85,,,,
Brewbaker Primary School,70,66,,,,
Carver Senior High School,70,68,,,,
SCC Virtual Preparatory Academy,70,,,,,
Oakman High School,70,75,,,,
Anniston Middle School,69,73,,,,
Abrams Elementary School,69,60,,,,
Brent Elementary School,69,69,,,,
George Washington Carver High School,69,68,,,,
Sun Valley Elementary School,69,67,,,,
Jemison Middle School,69,72,,,,
Choctaw County High School,69,67,,,,
Joe M Gillmore Elementary School,69,79,,,,
Daleville High School,69,77,,,,
Decatur Middle School,69,81,,,,
Oak Park Elementary School,69,79,,,,
West Decatur Elementary School,69,76,,,,
Donehoo Elementary School,69,87,,,,
Clay-Chalkville High School,69,78,,,,
W. O. Lance Elementary,69,65,,,,
Central High School,69,67,,,,
Lowndes County Middle School,69,68,,,,
Alma Bryant High School,69,77,,,,
Ben C Rain High School,69,74,,,,
Forest Hill Elementary School,69,69,,,,
Meadowlake Elementary,69,81,,,,
Monroe County High School,69,70,,,,
Southlawn Elementary School,69,72,,,,
School Of Discovery Genesis Center,69,77,,,,
Charles Henderson Middle,69,79,,,,
Central High School,69,74,,,,
Oakdale Elementary School,69,78,,,,
Collins-Riverside Middle School,69,68,,,,
Dora High School,69,77,,,,
Greenwood Elementary School,68,74,,,,
Huffman Middle School,68,65,,,,
West End Academy,68,59,,,,
Bullock County High School,68,70,,,,
Union Springs Elementary School,68,73,,,,
Alabama Destinations Career Academy,68,,,,,
Jemison High School,68,73,,,,
Jackson High School,68,79,,,,
Austin Middle School,68,82,,,,
Elba High School,68,81,,,,
Hokes Bluff High School,68,85,,,,
Robinson Elementary School,68,72,,,,
W. E. Striplin Elementary School,68,72,,,,
Whitesburg Middle School,68,75,,,,
Brighton School,68,71,,,,
Irondale Middle School,68,67,,,,
Jefferson County Virtual School ,68,,,,,
Minor High School,68,73,,,,
CF Vigor High School,68,72,,,,
Collins-Rhodes Elementary School,68,78,,,,
Mattie T Blount High School,68,74,,,,
Carr Middle School,68,69,,,,
Park Crossing High School,68,77,,,,
Robert C Hatch High School,68,83,,,,
Phenix City Intermediate School,68,80,,,,
Selma High School,68,68,,,,
Charles Henderson High School,68,73,,,,
J E Hobbs Elementary School,68,69,,,,
Acceleration Day and Evening Academy,67,59,,,,
Charles F Hard Elementary School,67,71,,,,
Glen Iris Elementary School,67,70,,,,
Martha Gaskins K-5,67,79,,,,
Minor Elementary School,67,69,,,,
Wilkerson Middle School,67,75,,,,
Lafayette Eastside Elementary School,67,72,,,,
Daleville Middle School,67,,,,,
William R Martin Middle School,67,80,,,,
Dothan Preparatory Academy,67,,,,,
W S Neal High School,67,81,,,,
Tharptown Elementary School,67,82,,,,
Chalkville Elementary School,67,80,,,,
Minor Community School,67,79,,,,
U.W. Clemon Elementary School,67,74,,,,
Lanett Senior High School,67,73,,,,
Calloway Smith Middle School,67,71,,,,
CL Scarborough Model Middle School,67,74,,,,
Elizabeth Fonde Elementary School,67,70,,,,
Katherine H Hankins Middle School,67,75,,,,
Lanier Senior High School,67,70,,,,
Meadowlane Elementary School,67,83,,,,
Clark Elementary School,67,73,,,,
Sheffield High School,67,82,,,,
Brookwood Middle School,67,77,,,,
Wilcox Central High School,67,71,,,,
Anniston High School,66,67,,,,
Barbour County Primary School,66,57,,,,
Ossie Ware Mitchell Middle School,66,67,,,,
Crossville Middle School,66,69,,,,
Hidden Lake Primary School,66,89,,,,
Duck Springs Elementary School,66,80,,,,
Lakewood Elementary School,66,71,,,,
Pleasant Grove Elementary School,66,76,,,,
Hazlewood Elementary School,66,76,,,,
Tuskegee Institute Middle School,66,77,,,,
Marengo High School,66,75,,,,
John L Leflore Magnet School,66,68,,,,
Mobile County Training Middle School,66,71,,,,
Semmes Middle School,66,73,,,,
Highland Gardens Elementary School,66,63,,,,
King Elementary,66,69,,,,
Edgewood Elementary School,66,70,,,,
Holt Elementary School,66,67,,,,
Curry High School,66,78,,,,
Foley Middle School,65,81,,,,
Barrett Elementary School,65,73,,,,
Huffman High School-Magnet,65,66,,,,
Inglenook School,65,73,,,,
Chickasaw Middle School,65,58,,,,
Central High School of Clay County,65,76,,,,
Beverlye Intermediate School,65,88,,,,
Highlands Elementary School,65,70,,,,
Morris Middle School,65,,,,,
i3 Academy Phase 1 (formerly i3 Academy),65,,,,,
Center Point Elementary School,65,63,,,,
Erwin Intermediate School,65,65,,,,
George P Austin Junior High School,65,70,,,,
Chastang-Fournier Middle School,65,60,,,,
Maryvale Elementary School,65,67,,,,
Westview Elementary School,65,85,,,,
Sophia P Kingston Elementary School,65,71,,,,
Evelyn D Houston Elementary School,65,70,,,,
Bush Hills STEAM Academy,64,62,,,,
Wylam Elementary School,64,73,,,,
South Highlands Middle School,64,63,,,,
Keith Middle-High School,64,69,,,,
Morris Slingluff Elementary School,64,77,,,,
Glen Oaks Elementary School,64,71,,,,
Vina High School,64,82,,,,
Robert Brown Middle School,64,61,,,,
Hueytown High School,64,74,,,,
Lillie B Williamson High School,64,62,,,,
J F Shields High School,64,80,,,,
Davis-Emerson Middle School,64,72,,,,
Richard Arrington Elementary,63,,,,,
Saks Elementary School,63,84,,,,
Repton Junior High School,63,67,,,,
Greensboro High School,63,70,,,,
Rolling Hills Elementary School,63,65,,,,
Lanett Junior High School,63,79,,,,
DC Wolfe School,63,65,,,,
Midfield Elementary School,63,64,,,,
Fitzpatrick Elementary School,63,74,,,,
Talladega High School,63,69,,,,
Central Elementary School,63,67,,,,
ABC Elementary,63,67,,,,
James L Cowart Elementary School,62,90,,,,
Green Acres Middle School,62,57,,,,
Hudson K-Eight School,62,69,,,,
Parker High School,62,69,,,,
Brantley Elementary School,62,63,,,,
Salem Elementary School,62,77,,,,
Escambia County High School,62,74,,,,
Westlawn Middle School,62,65,,,,
Barbour County Intermediate School,61,59,,,,
Bessemer City Middle School,61,67,,,,
Jonesboro Elementary School,61,62,,,,
Wenonah High School,61,67,,,,
Tipton Durant Middle School,61,57,,,,
Greene County High School,61,68,,,,
James Dawson Elementary,61,74,,,,
Linden High School,61,74,,,,
Monroeville Middle School,61,70,,,,
C L Salter Elementary School,61,74,,,,
Holt High School,61,68,,,,
McIntosh Elementary School,61,76,,,,
Autaugaville School,60,75,,,,
Westhills Elementary School,60,77,,,,
Hayes K-8,60,55,,,,
Greenville High School,60,68,,,,
Central Elementary School,60,74,,,,
Amelia L. Johnson High School,60,69,,,,
George Hall Elementary School,60,71,,,,
Capitol Heights Middle School,60,57,,,,
Dozier Elementary School,60,59,,,,
Highland Avenue Elementary School,60,78,,,,
Jefferson Davis High School,60,61,,,,
Payne Elementary School,60,83,,,,
Livingston Junior High School,60,64,,,,
Sumter Central High School,60,70,,,,
Central Park Elementary School,59,66,,,,
WE Putnam Middle School-Magnet,59,64,,,,
Ronald McNair 7-8,59,63,,,,
Center Point High School,59,66,,,,
Goodwyn Middle School,59,60,,,,
Morningview Elementary School,59,63,,,,
Tarrant High School,59,65,,,,
Jones Valley Middle School,58,57,,,,
Woodlawn High School-Magnet,58,59,,,,
Dothan City Virtual School,58,,,,,
Sonnie Hereford Elementary School,58,60,,,,
LEAD Academy Building B,58,,,,,
Brewbaker Middle School,58,61,,,,
Dannelly Elementary School,58,63,,,,
Hemphill Elementary School,57,63,,,,
Houston County Virtual Academy,57,,,,,
Midfield High School,57,62,,,,
Booker T Washington Middle School,57,73,,,,
Davis Elementary School,57,57,,,,
Lee High School,57,59,,,,
Tarrant Intermediate School,57,63,,,,
Barbour County High School,56,58,,,,
Jackson-Olin High School,56,61,,,,
Smith Middle School,56,63,,,,
Girard Primary School,56,61,,,,
Escambia County Middle School,56,76,,,,
Southlawn Middle School,56,56,,,,
Saints Virtual Academy,56,,,,,
York West End Junior High School,56,72,,,,
Tarrant Elementary School,56,63,,,,
Southside High School,55,65,,,,
Bessemer City High School,54,57,,,,
Inspire Virtual Academy,54,,,,,
Faine Elementary School,54,58,,,,
Girard Intermediate School,54,68,,,,
Pillans Middle School,54,67,,,,
Dunbar-Ramer School,54,67,,,,
Bruce K Craig Elementary School,53,75,,,,
Chisholm Elementary School,53,61,,,,
Southside Primary School,52,72,,,,
Chapman Middle School,51,,,,,
LEAD Academy Building A (formerly LEAD Academy),51,,,,,
The Pathway,51,,,,,
Bellingrath Middle School,51,57,,,,
Nixon Elementary School,50,64,,,,
